Prey_Highest,Prey_Higher,Prey_Phylum,Prey_Class,Prey_Order,Prey_Family,Prey_Genus,Prey_Species,Prey_Species_Current,Prey_Count,Snake_Species,Snake_Subspecies,FullSpName,Age_Class,SVL(mm),Sex,Location,Latitude,Longitude,Citation,Full_Citation
Amphibian ,Frog_Adult,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,,,1,Thamnophis_sauritus,_sauritus,Thamnophis_sauritus_sauritus,,,,United States,35.54722,-79.39019,Brown_1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124."
Amphibian ,Frog_Adult,Chordata,Amphibia,Anura,Hylidae,Acris,Acris gryllus,Acris gryllus,3,Thamnophis_sauritus,_sauritus,Thamnophis_sauritus_sauritus,,,,United States,35.54722,-79.39019,Brown_1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124."
Amphibian ,Frog_Adult,Chordata,Amphibia,Anura,Hylidae,Hyla,Hyla femoralis,Dryophytes femoralis,2,Thamnophis_sauritus,_sauritus,Thamnophis_sauritus_sauritus,,,,United States,35.54722,-79.39019,Brown_1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124."
Amphibian ,Frog_Adult,Chordata,Amphibia,Anura,Hylidae,Hyla,,,1,Thamnophis_sauritus,_sauritus,Thamnophis_sauritus_sauritus,,,,United States,35.54722,-79.39019,Brown_1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124."
Amphibian ,Frog_Adult,Chordata,Amphibia,Anura,Hylidae,Pseudacris,Pseudacris brimleyi,Pseudacris brimleyi,1,Thamnophis_sauritus,_sauritus,Thamnophis_sauritus_sauritus,,,,United States,35.54722,-79.39019,Brown_1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124."
Amphibian ,Frog_Adult,Chordata,Amphibia,Anura,Hylidae,Pseudacris,Pseudacris feriarum,Pseudacris feriarum,2,Thamnophis_sauritus,_sauritus,Thamnophis_sauritus_sauritus,,,,United States,35.54722,-79.39019,Brown_1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124."
Amphibian ,Frog_Adult,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus,Lithobates catesbeianus,1,Thamnophis_sauritus,_sauritus,Thamnophis_sauritus_sauritus,,,,United States,35.54722,-79.39019,Brown_1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124."
Amphibian ,Salamander_Adult,Chordata,Amphibia,Urodela,Plethodontidae,Desmognathus,Desmognathus fuscus,Desmognathus fuscus,2,Thamnophis_sauritus,_sauritus,Thamnophis_sauritus_sauritus,,,,United States,35.54722,-79.39019,Brown_1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124."
Amphibian ,Salamander_Adult,Chordata,Amphibia,Urodela,Plethodontidae,Eurycea,Eurycea bislineata,Eurycea bislineata,1,Thamnophis_sauritus,_sauritus,Thamnophis_sauritus_sauritus,,,,United States,35.54722,-79.39019,Brown_1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124."
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus fowleri,Anaxyrus fowleri,2,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,"Caldwell, Columbus, Duplin, Mecklenburg, and Stanly Counties, NC",,,Brown_1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124."
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus quercicus,Anaxyrus quercicus,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,"Caldwell, Columbus, Duplin, Mecklenburg, and Stanly Counties, NC",,,Brown_1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124."
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Hylidae,Hyla,Hyla chrysoscelis,Dryophytes chrysoscelis,2,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,"Caldwell, Columbus, Duplin, Mecklenburg, and Stanly Counties, NC",,,Brown_1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124."
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Ranidae,Rana,Rana palustris,Lithobates palustris,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,"Caldwell, Columbus, Duplin, Mecklenburg, and Stanly Counties, NC",,,Brown_1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124."
Amphibian,Salamander_Adult,Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma,Ambystoma opacum,Ambystoma opacum,2,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,"Caldwell, Columbus, Duplin, Mecklenburg, and Stanly Counties, NC",,,Brown_1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124."
Amphibian,Salamander_Adult,Chordata,Amphibia,Urodela,Plethodontidae,Eurycea,Eurycea bislineata,Eurycea bislineata,2,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,"Caldwell, Columbus, Duplin, Mecklenburg, and Stanly Counties, NC",,,Brown_1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124."
Amphibian,Salamander_Adult,Chordata,Amphibia,Urodela,Plethodontidae,Plethodon,Plethodon glutinosus,Plethodon glutinosus,2,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,"Caldwell, Columbus, Duplin, Mecklenburg, and Stanly Counties, NC",,,Brown_1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124."
Amphibian,Salamander_Adult,Chordata,Amphibia,Urodela,Plethodontidae,Pseudotriton,,,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,"Caldwell, Columbus, Duplin, Mecklenburg, and Stanly Counties, NC",,,Brown_1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124."
Amphibian ,Frog_Adult,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus fowleri,Anaxyrus fowleri,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,United States,35.54722,-79.39019,Brown_1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124."
Amphibian ,Frog_Adult,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus quercicus,Anaxyrus quercicus,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,United States,35.54722,-79.39019,Brown_1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124."
Amphibian ,Frog_Adult,Chordata,Amphibia,Anura,Hylidae,Hyla,Hyla chrysoscelis,Dryophytes chrysoscelis,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,United States,35.54722,-79.39019,Brown_1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124."
Amphibian ,Frog_Adult,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates palustris,Lithobates palustris,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,United States,35.54722,-79.39019,Brown_1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124."
Amphibian ,Frog_Adult,Chordata,Amphibia,Anura,,,,,2,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,United States,35.54722,-79.39019,Brown_1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124."
Amphibian ,Salamander_Adult,Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma,Ambystoma opacum,Ambystoma opacum,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,United States,35.54722,-79.39019,Brown_1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124."
Amphibian ,Salamander_Adult,Chordata,Amphibia,Urodela,Plethodontidae,Eurycea,Eurycea bislineata,Eurycea bislineata,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,United States,35.54722,-79.39019,Brown_1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124."
Amphibian ,Salamander_Adult,Chordata,Amphibia,Urodela,Plethodontidae,Plethodon,Plethodon glutinosus,Plethodon glutinosus,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,United States,35.54722,-79.39019,Brown_1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124."
Amphibian ,Salamander_Adult,Chordata,Amphibia,Urodela,Plethodontidae,Pseudotriton,,,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,United States,35.54722,-79.39019,Brown_1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124."
Amphibian ,Salamander_Adult,Chordata,Amphibia,Urodela,,,,,3,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,United States,35.54722,-79.39019,Brown_1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124."
Invertebrate,Earthworm,Annelida,Clitellata,Opisthopora,Lumbricidae,Lumbricus,,,2,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,"Caldwell, Columbus, Duplin, Mecklenburg, and Stanly Counties, NC",,,Brown_1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124."
Invertebrate,Earthworm,Annelida,Clitellata,Opisthopora,,,,,2,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,United States,35.54722,-79.39019,Brown_1979a,"Brown E.E. 1979a. Some snake food records from the Carolinas. Brimleyana, 1: 113–124."
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus americanus,Anaxyrus americanus,1,Thamnophis_sauritus,_septentrionalis,Thamnophis_sauritus_septentrionalis,,,,"Douglas Lake, MI",,,Brown_1979b,Brown E.E. 1979b. Stray food records from New York and Michigan snakes. Am. Midl. Nat. 102(1): 200–203.
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Hylidae,Hyla,Hyla crucifer,Pseudacris crucifer,3,Thamnophis_sauritus,_septentrionalis,Thamnophis_sauritus_septentrionalis,,,,"Douglas Lake, MI",,,Brown_1979b,Brown E.E. 1979b. Stray food records from New York and Michigan snakes. Am. Midl. Nat. 102(1): 200–203.
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Ranidae,Rana,Rana clamitans,Lithobates clamitans,1,Thamnophis_sauritus,_septentrionalis,Thamnophis_sauritus_septentrionalis,,,,"Douglas Lake, MI",,,Brown_1979b,Brown E.E. 1979b. Stray food records from New York and Michigan snakes. Am. Midl. Nat. 102(1): 200–203.
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Ranidae,Rana,Rana palustris,Lithobates palustris,1,Thamnophis_sauritus,_septentrionalis,Thamnophis_sauritus_septentrionalis,,,,"Douglas Lake, MI",,,Brown_1979b,Brown E.E. 1979b. Stray food records from New York and Michigan snakes. Am. Midl. Nat. 102(1): 200–203.
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Ranidae,Rana,Rana pipiens,Lithobates pipiens,18,Thamnophis_sauritus,_septentrionalis,Thamnophis_sauritus_septentrionalis,,,,"Douglas Lake, MI",,,Brown_1979b,Brown E.E. 1979b. Stray food records from New York and Michigan snakes. Am. Midl. Nat. 102(1): 200–203.
Amphibian,Salamander_Larvae,Chordata,Amphibia,Urodela,Salamandridae,Notophthalmus,,,2,Thamnophis_sauritus,_septentrionalis,Thamnophis_sauritus_septentrionalis,,,,"Douglas Lake, MI",,,Brown_1979b,Brown E.E. 1979b. Stray food records from New York and Michigan snakes. Am. Midl. Nat. 102(1): 200–203.
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus americanus,Anaxyrus americanus,4,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,"Douglas Lake, MI",,,Brown_1979b,Brown E.E. 1979b. Stray food records from New York and Michigan snakes. Am. Midl. Nat. 102(1): 200–203.
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus americanus,Anaxyrus americanus,4,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,"Tompkins, Tioga, and Sullivan Counties, NY",,,Brown_1979b,Brown E.E. 1979b. Stray food records from New York and Michigan snakes. Am. Midl. Nat. 102(1): 200–203.
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Hylidae,Hyla,Hyla crucifer,Pseudacris crucifer,4,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,"Douglas Lake, MI",,,Brown_1979b,Brown E.E. 1979b. Stray food records from New York and Michigan snakes. Am. Midl. Nat. 102(1): 200–203.
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Ranidae,Rana,Rana clamitans,Lithobates clamitans,8,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,"Douglas Lake, MI",,,Brown_1979b,Brown E.E. 1979b. Stray food records from New York and Michigan snakes. Am. Midl. Nat. 102(1): 200–203.
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Ranidae,Rana,Rana pipiens,Lithobates pipiens,3,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,"Tompkins, Tioga, and Sullivan Counties, NY",,,Brown_1979b,Brown E.E. 1979b. Stray food records from New York and Michigan snakes. Am. Midl. Nat. 102(1): 200–203.
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Ranidae,Rana,Rana pipiens,Lithobates pipiens,20,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,"Douglas Lake, MI",,,Brown_1979b,Brown E.E. 1979b. Stray food records from New York and Michigan snakes. Am. Midl. Nat. 102(1): 200–203.
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Ranidae,Rana,Rana septenrionalis,Lithobates septentrionalis,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,"Tompkins, Tioga, and Sullivan Counties, NY",,,Brown_1979b,Brown E.E. 1979b. Stray food records from New York and Michigan snakes. Am. Midl. Nat. 102(1): 200–203.
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Ranidae,Rana,Rana sylvatica,Lithobates sylvaticus,2,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,"Douglas Lake, MI",,,Brown_1979b,Brown E.E. 1979b. Stray food records from New York and Michigan snakes. Am. Midl. Nat. 102(1): 200–203.
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Ranidae,Rana,Rana sylvatica,Lithobates sylvaticus,3,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,"Tompkins, Tioga, and Sullivan Counties, NY",,,Brown_1979b,Brown E.E. 1979b. Stray food records from New York and Michigan snakes. Am. Midl. Nat. 102(1): 200–203.
Amphibian,Frog_Tadpoles,Chordata,Amphibia,Anura,Ranidae,Rana,,,6,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,"Douglas Lake, MI",,,Brown_1979b,Brown E.E. 1979b. Stray food records from New York and Michigan snakes. Am. Midl. Nat. 102(1): 200–203.
Amphibian,Salamander_Adult,Chordata,Amphibia,Urodela,Plethodontidae,Eurycea,Eurycea bislineata,Eurycea bislineata,2,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,"Tompkins, Tioga, and Sullivan Counties, NY",,,Brown_1979b,Brown E.E. 1979b. Stray food records from New York and Michigan snakes. Am. Midl. Nat. 102(1): 200–203.
Amphibian,Salamander_Adult,Chordata,Amphibia,Urodela,Plethodontidae,Plethodon,Plethodon cinereus ,Plethodon cinereus ,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,"Tompkins, Tioga, and Sullivan Counties, NY",,,Brown_1979b,Brown E.E. 1979b. Stray food records from New York and Michigan snakes. Am. Midl. Nat. 102(1): 200–203.
Bird,Bird_Adult,Chordata,Aves,Passeriformes,Parulidae,Geothlypis,Geothlypis trichas,Geothlypis trichas,2,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,"Douglas Lake, MI",,,Brown_1979b,Brown E.E. 1979b. Stray food records from New York and Michigan snakes. Am. Midl. Nat. 102(1): 200–203.
Bird,Bird_Adult,Chordata,Aves,Passeriformes,Turdidae,Catharus,Catharus guttatus,Catharus guttatus,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,"Douglas Lake, MI",,,Brown_1979b,Brown E.E. 1979b. Stray food records from New York and Michigan snakes. Am. Midl. Nat. 102(1): 200–203.
Fish,Fish,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Notemigonus,Notemigonus crysoleucas,Notemigonus crysoleucas,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,"Tompkins, Tioga, and Sullivan Counties, NY",,,Brown_1979b,Brown E.E. 1979b. Stray food records from New York and Michigan snakes. Am. Midl. Nat. 102(1): 200–203.
Invertebrate,Earthworm,Annelida,Clitellata,Opisthopora,Lumbricidae,Lumbricus,,,3,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,"Douglas Lake, MI",,,Brown_1979b,Brown E.E. 1979b. Stray food records from New York and Michigan snakes. Am. Midl. Nat. 102(1): 200–203.
Invertebrate,Earthworm,Annelida,Clitellata,Opisthopora,Lumbricidae,Lumbricus,,,14,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,"Tompkins, Tioga, and Sullivan Counties, NY",,,Brown_1979b,Brown E.E. 1979b. Stray food records from New York and Michigan snakes. Am. Midl. Nat. 102(1): 200–203.
Mammal,Mouse,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,,,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,"Douglas Lake, MI",,,Brown_1979b,Brown E.E. 1979b. Stray food records from New York and Michigan snakes. Am. Midl. Nat. 102(1): 200–203.
Reptile,Lizard,Chordata,Reptilia,Squamata,Anguidae,Barisia,Barisia levicollis,Barisia levicollis,1,Thamnophis_elegans,_errans,Thamnophis_elegans_errans,Adult,,,"Ca√±on el Meste√±o, Sierra del Nido Mountains, , Chihuahua",29.48581,-106.80986,Bryson_and_Lazcano_2001,"Bryson, R. and Lazcano, D. THAMNOPHIS ERRANS (Mexican Wandering Gartersnake). 2001. Herpetological Review 32(4): 265-265"
Reptile,Snake,Chordata,Reptilia,Squamata,Colubridae,Rhadinaea,Rhadinaea taeniata aemula,Rhadinaea taeniata aemula,1,Thamnophis_godmani,,Thamnophis_godmani,Adult,,Male,"3 km E of Omilteme, , Guerrero",17.66727,-99.90270,Bryson_and_Lazcano_2004,"Bryson, R. and Lazcano, D. THAMNOPHIS GODMANI (Godman's Garter Snake). DIET. 2004. Herpetological Review 35(1): 73-74"
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates spectabilis,Lithobates spectabilis,1,Thamnophis_bogerti,,Thamnophis_bogerti,,,,Mexico,,,Canseco_Unpublished_Data,"Canseco, L. Unpublished data"
Reptile,Lizard,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,,,1,Thamnophis_bogerti,,Thamnophis_bogerti,,,,Mexico,,,Canseco_Unpublished_Data,"Canseco, L. Unpublished data"
Reptile,Snake,Chordata,Reptilia,Squamata,Colubridae,Geophis,,,1,Thamnophis_conanti,,Thamnophis_conanti,,,,Mexico,,,Canseco_Unpublished_Data,"Canseco, L. Unpublished data"
Reptile,Lizard,Chordata,Reptilia,Squamata,Anguidae,Abronia,Abronia gadovii,Abronia gadovii,1,Thamnophis_godmani,,Thamnophis_godmani,,,,Mexico,,,Canseco_Unpublished_Data,"Canseco, L. Unpublished data"
Reptile,Lizard,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,Anolis liogaster,Anolis liogaster,1,Thamnophis_godmani,,Thamnophis_godmani,,,,Mexico,,,Canseco_Unpublished_Data,"Canseco, L. Unpublished data"
Reptile,Lizard,Chordata,Reptilia,Squamata,Scincidae,Plestiodon,Plestiodon brevirostris,Plestiodon brevirostris,1,Thamnophis_godmani,,Thamnophis_godmani,,,,Mexico,,,Canseco_Unpublished_Data,"Canseco, L. Unpublished data"
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Hylidae,Dryophytes,Dryophytes eximius,Dryophytes eximius,1,Thamnophis_pulchrilatus,,Thamnophis_pulchrilatus,,,,Mexico,,,Canseco_Unpublished_Data,"Canseco, L. Unpublished data"
Amphibian,Salamander_Adult,Chordata,Amphibia,Urodela,Plethodontidae,Isthmura,,,1,Thamnophis_pulchrilatus,,Thamnophis_pulchrilatus,,,,Mexico,,,Canseco_Unpublished_Data,"Canseco, L. Unpublished data"
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Bufonidae,Incilius,Incilius cristatus,Incilius cristatus,1,Thamnophis_sumichrasti,,Thamnophis_sumichrasti,,,,Mexico,,,Canseco_Unpublished_Data,"Canseco, L. Unpublished data"
Amphibian,Salamander_Adult,Chordata,Amphibia,Urodela,Plethodontidae,Pseudoeurycea,Pseudoeurycea granitum,Pseudoeurycea granitum,1,Thamnophis_sumichrasti,,Thamnophis_sumichrasti,,,,Mexico,,,Canseco_Unpublished_Data,"Canseco, L. Unpublished data"
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Hylidae,Hyla,Hyla eximia,Dryophytes eximius,1,Thamnophis_pulchrilatus,,Thamnophis_pulchrilatus,Adult ,434,Female,Mexico,21.90715,102.82582,Carbajal-Marques_et_al_2014,"Carbajal Márquez, R., González-Saucedo, Z., & Díaz, G. (2014). THAMNOPHIS PULCHRILATUS (Yellow-throated Gartersnake). DIET AND DEFENSIVE BEHAVIOR. Herpetological Review, 45, 344–345."
Invertebrate,Leech,Annelida,Clitellata,Arhynchobdellida,Hirudinidae,,,,4,Thamnophis_butleri,,Thamnophis_butleri,,,,"Cherry Hill. T2S, R7E, section 20., Washtenaw County, Michigan",44.35569,-85.44426,Carpenter_1952,"Carpenter, C. (1952). Comparative Ecology of the Common Garter Snake (Thamnophis s. sirtalis), the Ribbon Snake (Thamnophis s. sauritus), and Butler's Garter Snake (Thamnophis butleri) in Mixed Populations. 1952. Ecological Monographs 22(4): 235-258
"
Invertebrate,Earthworm,Annelida,Clitellata,Opisthopora,,,,,32,Thamnophis_butleri,,Thamnophis_butleri,,,,"Cherry Hill. T2S, R7E, section 20., Washtenaw County, Michigan",44.35569,-85.44426,Carpenter_1952,"Carpenter, C. (1952). Comparative Ecology of the Common Garter Snake (Thamnophis s. sirtalis), the Ribbon Snake (Thamnophis s. sauritus), and Butler's Garter Snake (Thamnophis butleri) in Mixed Populations. 1952. Ecological Monographs 22(4): 235-258
"
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Ranidae,Rana,,,15,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,"Cherry Hill, Washtenaw County, Michigan ",,,Carpenter_1952,"Carpenter, C. C. 1952. Comparative Ecology of the Common Garter Snake (Thamnophis s. sirtalis), the Ribbon Snake (Thamnophis s. sauritus), and Butler’s Garter Snake (Thamnophis butleri) in Mixed Populations. Ecological Monographs, 22(4), 236–258. https://doi.org/10.2307/1948469"
Invertebrate,Earthworm,Annelida,Clitellata,Opisthopora,Lumbricidae,Lumbricus,,,80,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,"Cherry Hill, Washtenaw County, Michigan ",,,Carpenter_1952,"Carpenter, C. C. 1952. Comparative Ecology of the Common Garter Snake (Thamnophis s. sirtalis), the Ribbon Snake (Thamnophis s. sauritus), and Butler’s Garter Snake (Thamnophis butleri) in Mixed Populations. Ecological Monographs, 22(4), 236–258. https://doi.org/10.2307/1948469"
Amphibian ,Frog_Adult,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates pipiens,Lithobates pipiens,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,United States,44.75295,-93.59576,Casper_et_al_2015,"Casper, G., Leclere, J., and Gillingham, J. THAMNOPHIS SIRTALIS (Common Gartersnake). DIET / SCAVENGING. 2015. Herpetological Review 46(4): 653-654"
Amphibian ,Frog_Adult,Chordata,Amphibia,Anura,Ranidae,Lithobates,,,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,Adult,,,United States,45.47974,-88.87627,Casper_et_al_2015,"Casper, G., Leclere, J., and Gillingham, J. THAMNOPHIS SIRTALIS (Common Gartersnake). DIET / SCAVENGING. 2015. Herpetological Review 46(4): 653-654"
Bird,Bird_Adult,Chordata,Aves,Passeriformes,Cardinalidae,Cardinalis,Cardinalis cardinalis,Cardinalis cardinalis,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,United States,41.40597,-91.30433,Casper_et_al_2015,"Casper, G., Leclere, J., and Gillingham, J. THAMNOPHIS SIRTALIS (Common Gartersnake). DIET / SCAVENGING. 2015. Herpetological Review 46(4): 653-654"
Mammal,Rabbit_Juvenile,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus americanus,Lepus americanus,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,Adult,840,Female,United States,45.61340,-85.59372,Casper_et_al_2015,"Casper, G., Leclere, J., and Gillingham, J. THAMNOPHIS SIRTALIS (Common Gartersnake). DIET / SCAVENGING. 2015. Herpetological Review 46(4): 653-654"
Amphibian ,Frog_Adult,Chordata,Amphibia,Anura,Hylidae,Pseudacris,Pseudacris triseriata,Pseudacris triseriata,1,Thamnophis_butleri,,Thamnophis_butleri,,,,"Amherstburg, , Ontario",42.10000,-83.08333,Catling_and_Freedman_1980,"Catling, PM.; Freedman, B. (1980). Food and feeding behavior of sympatric snakes at Amherstburg, Ontario. Canadian Field-Naturalist 94(1): 28-33"
